Season,Cyclone Name,Latitude,Longitude,Pressure,Wind (Knots),Category,datetime,Name Season,Category numeric,Birth,Age (days),nameyear
1969/1970,Ada,-16.0,165.0,997.0,30.0,L,1970-01-03 00:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,0.0,ada1970
1969/1970,Ada,-16.2,163.6,997.0,30.0,L,1970-01-03 06:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,0.25,ada1970
1969/1970,Ada,-16.7,162.2,997.0,30.0,L,1970-01-04 00:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,1.0,ada1970
1969/1970,Ada,-17.0,160.8,997.0,30.0,L,1970-01-04 12:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,1.5,ada1970
1969/1970,Ada,-17.0,159.3,997.0,30.0,L,1970-01-05 00:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,2.0,ada1970
1969/1970,Ada,-17.0,158.1,997.0,30.0,L,1970-01-05 12:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,2.5,ada1970
1969/1970,Ada,-16.9,157.4,997.0,30.0,L,1970-01-06 00:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,3.0,ada1970
1969/1970,Ada,-16.7,156.5,997.0,30.0,L,1970-01-06 12:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,3.5,ada1970
1969/1970,Ada,-16.0,156.0,997.0,30.0,L,1970-01-07 00:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,4.0,ada1970
1969/1970,Ada,-15.5,156.0,997.0,30.0,L,1970-01-07 12:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,4.5,ada1970
1969/1970,Ada,-15.0,156.0,997.0,30.0,L,1970-01-08 00:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,5.0,ada1970
1969/1970,Ada,-14.6,156.2,997.0,30.0,L,1970-01-08 12:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,5.5,ada1970
1969/1970,Ada,-14.1,156.6,997.0,30.0,L,1970-01-09 00:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,6.0,ada1970
1969/1970,Ada,-13.9,156.9,997.0,30.0,L,1970-01-09 12:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,6.5,ada1970
1969/1970,Ada,-12.9,157.9,997.0,30.0,L,1970-01-10 00:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,7.0,ada1970
1969/1970,Ada,-12.0,159.0,997.0,30.0,L,1970-01-10 12:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,7.5,ada1970
1969/1970,Ada,-11.3,160.2,997.0,30.0,L,1970-01-11 00:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,8.0,ada1970
1969/1970,Ada,-11.0,161.3,997.0,30.0,L,1970-01-11 12:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,8.5,ada1970
1969/1970,Ada,-11.0,162.2,997.0,30.0,L,1970-01-12 00:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,9.0,ada1970
1969/1970,Ada,-11.3,162.8,997.0,30.0,L,1970-01-12 12:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,9.5,ada1970
1969/1970,Ada,-11.8,163.0,997.0,30.0,L,1970-01-13 00:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,10.0,ada1970
1969/1970,Ada,-13.0,163.0,997.0,30.0,L,1970-01-13 12:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,10.5,ada1970
1969/1970,Ada,-14.0,162.0,997.0,30.0,L,1970-01-14 00:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,11.0,ada1970
1969/1970,Ada,-14.9,161.0,997.0,30.0,L,1970-01-14 12:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,11.5,ada1970
1969/1970,Ada,-15.9,160.2,1004.0,,L,1970-01-14 23:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,11.958333333333334,ada1970
1969/1970,Ada,-17.2,158.0,1004.0,,L,1970-01-15 11:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,12.458333333333334,ada1970
1969/1970,Ada,-18.2,155.8,1004.0,,L,1970-01-15 23:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,12.958333333333334,ada1970
1969/1970,Ada,-18.8,154.2,996.0,,L,1970-01-16 08:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,13.333333333333334,ada1970
1969/1970,Ada,-18.9,153.5,992.0,,1,1970-01-16 11:00:00,Ada 1969/1970,1.0,1970-01-03 00:00:00,13.458333333333334,ada1970
1969/1970,Ada,-19.1,152.8,985.0,,2,1970-01-16 14:00:00,Ada 1969/1970,2.0,1970-01-03 00:00:00,13.583333333333334,ada1970
1969/1970,Ada,-19.6,151.0,972.0,,2,1970-01-16 23:00:00,Ada 1969/1970,2.0,1970-01-03 00:00:00,13.958333333333334,ada1970
1969/1970,Ada,-19.9,149.3,963.0,,3,1970-01-17 11:00:00,Ada 1969/1970,3.0,1970-01-03 00:00:00,14.458333333333334,ada1970
1969/1970,Ada,-20.0,149.1,962.0,,3,1970-01-17 13:00:00,Ada 1969/1970,3.0,1970-01-03 00:00:00,14.541666666666666,ada1970
1969/1970,Ada,-20.1,149.0,962.0,,3,1970-01-17 15:00:00,Ada 1969/1970,3.0,1970-01-03 00:00:00,14.625,ada1970
1969/1970,Ada,-20.2,148.9,962.0,,3,1970-01-17 17:00:00,Ada 1969/1970,3.0,1970-01-03 00:00:00,14.708333333333334,ada1970
1969/1970,Ada,-20.5,148.7,964.0,,3,1970-01-17 23:00:00,Ada 1969/1970,3.0,1970-01-03 00:00:00,14.958333333333334,ada1970
1969/1970,Ada,-20.8,148.5,982.0,,2,1970-01-18 05:00:00,Ada 1969/1970,2.0,1970-01-03 00:00:00,15.208333333333334,ada1970
1969/1970,Ada,-21.0,148.5,996.0,,L,1970-01-18 08:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,15.333333333333334,ada1970
1969/1970,Ada,-21.1,148.5,998.0,,L,1970-01-18 11:00:00,Ada 1969/1970,0.0,1970-01-03 00:00:00,15.458333333333334,ada1970
1969/1970,Dawn,-13.9,138.5,1000.0,,L,1970-02-10 05:00:00,Dawn 1969/1970,0.0,1970-02-10 05:00:00,0.0,dawn1970
1969/1970,Dawn,-13.1,139.5,999.0,,L,1970-02-10 11:00:00,Dawn 1969/1970,0.0,1970-02-10 05:00:00,0.25,dawn1970
1969/1970,Dawn,-12.0,141.8,994.0,,1,1970-02-10 23:00:00,Dawn 1969/1970,1.0,1970-02-10 05:00:00,0.75,dawn1970
1969/1970,Dawn,-11.7,143.0,994.0,,1,1970-02-11 05:00:00,Dawn 1969/1970,1.0,1970-02-10 05:00:00,1.0,dawn1970
1969/1970,Dawn,-11.5,143.6,994.0,,1,1970-02-11 08:00:00,Dawn 1969/1970,1.0,1970-02-10 05:00:00,1.125,dawn1970
1969/1970,Dawn,-11.4,144.2,992.0,,1,1970-02-11 11:00:00,Dawn 1969/1970,1.0,1970-02-10 05:00:00,1.25,dawn1970
1969/1970,Dawn,-11.5,144.6,990.0,,1,1970-02-11 17:00:00,Dawn 1969/1970,1.0,1970-02-10 05:00:00,1.5,dawn1970
1969/1970,Dawn,-12.0,146.7,992.0,,1,1970-02-11 23:00:00,Dawn 1969/1970,1.0,1970-02-10 05:00:00,1.75,dawn1970
1969/1970,Dawn,-13.0,147.9,992.0,,1,1970-02-12 11:00:00,Dawn 1969/1970,1.0,1970-02-10 05:00:00,2.25,dawn1970
1969/1970,Dawn,-14.0,149.1,994.0,,1,1970-02-12 23:00:00,Dawn 1969/1970,1.0,1970-02-10 05:00:00,2.75,dawn1970
1969/1970,Dawn,-14.2,149.9,995.0,,1,1970-02-13 05:00:00,Dawn 1969/1970,1.0,1970-02-10 05:00:00,3.0,dawn1970
1969/1970,Dawn,-14.2,151.1,995.0,,1,1970-02-13 11:00:00,Dawn 1969/1970,1.0,1970-02-10 05:00:00,3.25,dawn1970
1969/1970,Dawn,-13.6,153.4,995.0,,1,1970-02-13 23:00:00,Dawn 1969/1970,1.0,1970-02-10 05:00:00,3.75,dawn1970
1969/1970,Dawn,-13.5,154.4,995.0,,1,1970-02-14 05:00:00,Dawn 1969/1970,1.0,1970-02-10 05:00:00,4.0,dawn1970
1969/1970,Dawn,-13.5,155.4,995.0,,1,1970-02-14 11:00:00,Dawn 1969/1970,1.0,1970-02-10 05:00:00,4.25,dawn1970
1969/1970,Dawn,-13.6,157.4,995.0,,1,1970-02-14 23:00:00,Dawn 1969/1970,1.0,1970-02-10 05:00:00,4.75,dawn1970
1969/1970,Dawn,-13.9,158.9,995.0,,1,1970-02-15 08:00:00,Dawn 1969/1970,1.0,1970-02-10 05:00:00,5.125,dawn1970
1969/1970,Dawn,-14.1,159.2,995.0,,1,1970-02-15 11:00:00,Dawn 1969/1970,1.0,1970-02-10 05:00:00,5.25,dawn1970
1969/1970,Dawn,-15.3,160.5,980.0,55.0,2,1970-02-16 00:00:00,Dawn 1969/1970,2.0,1970-02-10 05:00:00,5.791666666666667,dawn1970
1969/1970,Dawn,-16.7,161.4,980.0,55.0,2,1970-02-16 12:00:00,Dawn 1969/1970,2.0,1970-02-10 05:00:00,6.291666666666667,dawn1970
1969/1970,Dawn,-18.1,162.2,990.0,40.0,1,1970-02-17 00:00:00,Dawn 1969/1970,1.0,1970-02-10 05:00:00,6.791666666666667,dawn1970
1969/1970,Dawn,-20.1,161.9,990.0,40.0,1,1970-02-17 12:00:00,Dawn 1969/1970,1.0,1970-02-10 05:00:00,7.291666666666667,dawn1970
1969/1970,Dawn,-21.6,161.0,990.0,40.0,1,1970-02-18 00:00:00,Dawn 1969/1970,1.0,1970-02-10 05:00:00,7.791666666666667,dawn1970
1969/1970,Dawn,-22.9,160.0,996.0,,L,1970-02-18 11:00:00,Dawn 1969/1970,0.0,1970-02-10 05:00:00,8.25,dawn1970
1969/1970,Dawn,-24.3,158.8,998.0,,L,1970-02-18 23:00:00,Dawn 1969/1970,0.0,1970-02-10 05:00:00,8.75,dawn1970
1969/1970,Dawn,-25.0,158.0,1004.0,,L,1970-02-19 05:00:00,Dawn 1969/1970,0.0,1970-02-10 05:00:00,9.0,dawn1970
1969/1970,Dolly,-14.9,162.4,990.0,40.0,1,1970-02-11 12:00:00,Dolly 1969/1970,1.0,1970-02-11 12:00:00,0.0,dolly1970
1969/1970,Dolly,-16.0,163.0,990.0,40.0,1,1970-02-12 00:00:00,Dolly 1969/1970,1.0,1970-02-11 12:00:00,0.5,dolly1970
1969/1970,Dolly,-17.0,163.9,990.0,40.0,1,1970-02-12 12:00:00,Dolly 1969/1970,1.0,1970-02-11 12:00:00,1.0,dolly1970
1969/1970,Dolly,-17.4,165.6,990.0,40.0,1,1970-02-13 00:00:00,Dolly 1969/1970,1.0,1970-02-11 12:00:00,1.5,dolly1970
1969/1970,Dolly,-17.7,167.4,980.0,55.0,2,1970-02-13 12:00:00,Dolly 1969/1970,2.0,1970-02-11 12:00:00,2.0,dolly1970
1969/1970,Dolly,-18.7,169.3,980.0,55.0,2,1970-02-14 00:00:00,Dolly 1969/1970,2.0,1970-02-11 12:00:00,2.5,dolly1970
1969/1970,Dolly,-20.7,171.7,980.0,55.0,2,1970-02-14 12:00:00,Dolly 1969/1970,2.0,1970-02-11 12:00:00,3.0,dolly1970
1969/1970,Dolly,-21.0,172.9,980.0,55.0,2,1970-02-15 00:00:00,Dolly 1969/1970,2.0,1970-02-11 12:00:00,3.5,dolly1970
1969/1970,Dolly,-20.0,173.9,980.0,55.0,2,1970-02-15 12:00:00,Dolly 1969/1970,2.0,1970-02-11 12:00:00,4.0,dolly1970
1969/1970,Dolly,-22.7,176.7,980.0,55.0,2,1970-02-16 00:00:00,Dolly 1969/1970,2.0,1970-02-11 12:00:00,4.5,dolly1970
1969/1970,Dolly,-24.0,180.2,980.0,55.0,2,1970-02-16 12:00:00,Dolly 1969/1970,2.0,1970-02-11 12:00:00,5.0,dolly1970
1969/1970,Dolly,-24.2,183.9,980.0,55.0,2,1970-02-17 00:00:00,Dolly 1969/1970,2.0,1970-02-11 12:00:00,5.5,dolly1970
1969/1970,Dolly,-23.9,185.7,980.0,55.0,2,1970-02-17 12:00:00,Dolly 1969/1970,2.0,1970-02-11 12:00:00,6.0,dolly1970
1969/1970,Dolly,-21.3,186.2,980.0,55.0,2,1970-02-18 00:00:00,Dolly 1969/1970,2.0,1970-02-11 12:00:00,6.5,dolly1970
1969/1970,Dolly,-19.0,186.0,980.0,55.0,2,1970-02-18 12:00:00,Dolly 1969/1970,2.0,1970-02-11 12:00:00,7.0,dolly1970
1969/1970,Dolly,-17.4,186.8,980.0,55.0,2,1970-02-19 00:00:00,Dolly 1969/1970,2.0,1970-02-11 12:00:00,7.5,dolly1970
1969/1970,Dolly,-16.7,187.7,980.0,55.0,2,1970-02-19 12:00:00,Dolly 1969/1970,2.0,1970-02-11 12:00:00,8.0,dolly1970
1969/1970,Dolly,-16.8,189.0,980.0,55.0,2,1970-02-20 00:00:00,Dolly 1969/1970,2.0,1970-02-11 12:00:00,8.5,dolly1970
1969/1970,Dolly,-17.1,190.2,980.0,55.0,2,1970-02-20 12:00:00,Dolly 1969/1970,2.0,1970-02-11 12:00:00,9.0,dolly1970
1969/1970,Dolly,-18.6,192.3,980.0,55.0,2,1970-02-21 00:00:00,Dolly 1969/1970,2.0,1970-02-11 12:00:00,9.5,dolly1970
1969/1970,Dolly,-19.3,195.3,980.0,55.0,2,1970-02-21 12:00:00,Dolly 1969/1970,2.0,1970-02-11 12:00:00,10.0,dolly1970
1969/1970,Dolly,-20.9,197.7,970.0,65.0,3,1970-02-22 00:00:00,Dolly 1969/1970,3.0,1970-02-11 12:00:00,10.5,dolly1970
1969/1970,Dolly,-22.5,200.0,965.0,70.0,3,1970-02-22 12:00:00,Dolly 1969/1970,3.0,1970-02-11 12:00:00,11.0,dolly1970
1969/1970,Dolly,-24.9,203.2,970.0,65.0,3,1970-02-23 00:00:00,Dolly 1969/1970,3.0,1970-02-11 12:00:00,11.5,dolly1970
1969/1970,Dolly,-27.1,207.8,980.0,55.0,2,1970-02-23 12:00:00,Dolly 1969/1970,2.0,1970-02-11 12:00:00,12.0,dolly1970
1969/1970,Dolly,-28.3,211.2,980.0,55.0,2,1970-02-24 00:00:00,Dolly 1969/1970,2.0,1970-02-11 12:00:00,12.5,dolly1970
1969/1970,Dolly,-29.2,215.0,990.0,40.0,1,1970-02-24 12:00:00,Dolly 1969/1970,1.0,1970-02-11 12:00:00,13.0,dolly1970
1969/1970,Dolly,-30.0,220.5,990.0,40.0,1,1970-02-25 00:00:00,Dolly 1969/1970,1.0,1970-02-11 12:00:00,13.5,dolly1970
1969/1970,Emma,-14.6,199.5,997.0,30.0,L,1970-02-27 12:00:00,Emma 1969/1970,0.0,1970-02-27 12:00:00,0.0,emma1970
1969/1970,Emma,-14.7,200.0,990.0,40.0,1,1970-02-28 00:00:00,Emma 1969/1970,1.0,1970-02-27 12:00:00,0.5,emma1970
1969/1970,Emma,-15.6,200.5,990.0,40.0,1,1970-02-28 12:00:00,Emma 1969/1970,1.0,1970-02-27 12:00:00,1.0,emma1970
1969/1970,Emma,-16.0,201.5,980.0,55.0,2,1970-03-01 00:00:00,Emma 1969/1970,2.0,1970-02-27 12:00:00,1.5,emma1970
1969/1970,Emma,-16.4,202.9,980.0,55.0,2,1970-03-01 12:00:00,Emma 1969/1970,2.0,1970-02-27 12:00:00,2.0,emma1970
1969/1970,Emma,-16.8,203.7,970.0,65.0,3,1970-03-02 00:00:00,Emma 1969/1970,3.0,1970-02-27 12:00:00,2.5,emma1970
1969/1970,Emma,-17.3,204.5,965.0,70.0,3,1970-03-02 12:00:00,Emma 1969/1970,3.0,1970-02-27 12:00:00,3.0,emma1970
1969/1970,Emma,-18.8,206.4,965.0,70.0,3,1970-03-03 00:00:00,Emma 1969/1970,3.0,1970-02-27 12:00:00,3.5,emma1970
1969/1970,Emma,-21.0,207.7,970.0,65.0,3,1970-03-03 12:00:00,Emma 1969/1970,3.0,1970-02-27 12:00:00,4.0,emma1970
1969/1970,Emma,-23.6,209.6,980.0,55.0,2,1970-03-04 00:00:00,Emma 1969/1970,2.0,1970-02-27 12:00:00,4.5,emma1970
1969/1970,Emma,-27.1,212.3,980.0,55.0,2,1970-03-04 12:00:00,Emma 1969/1970,2.0,1970-02-27 12:00:00,5.0,emma1970
1969/1970,Emma,-30.0,214.0,980.0,55.0,2,1970-03-05 00:00:00,Emma 1969/1970,2.0,1970-02-27 12:00:00,5.5,emma1970
1969/1970,Emma,-33.0,218.0,980.0,55.0,2,1970-03-05 12:00:00,Emma 1969/1970,2.0,1970-02-27 12:00:00,6.0,emma1970
1969/1970,Emma,-33.3,220.8,980.0,55.0,2,1970-03-06 00:00:00,Emma 1969/1970,2.0,1970-02-27 12:00:00,6.5,emma1970
1969/1970,Florence,-14.1,154.5,998.0,,L,1970-02-10 23:00:00,Florence 1969/1970,0.0,1970-02-10 23:00:00,0.0,florence1970
1969/1970,Florence,-14.8,154.8,992.0,,1,1970-02-11 11:00:00,Florence 1969/1970,1.0,1970-02-10 23:00:00,0.5,florence1970
1969/1970,Florence,-14.9,154.9,992.0,,1,1970-02-11 14:00:00,Florence 1969/1970,1.0,1970-02-10 23:00:00,0.625,florence1970
1969/1970,Florence,-15.2,155.6,992.0,,1,1970-02-11 20:00:00,Florence 1969/1970,1.0,1970-02-10 23:00:00,0.875,florence1970
1969/1970,Florence,-15.3,156.1,992.0,,1,1970-02-11 23:00:00,Florence 1969/1970,1.0,1970-02-10 23:00:00,1.0,florence1970
1969/1970,Florence,-15.5,158.0,990.0,,1,1970-02-12 11:00:00,Florence 1969/1970,1.0,1970-02-10 23:00:00,1.5,florence1970
1969/1970,Florence,-15.7,161.0,992.0,,1,1970-02-12 20:00:00,Florence 1969/1970,1.0,1970-02-10 23:00:00,1.875,florence1970
1969/1970,Gillian,-16.5,182.3,990.0,40.0,1,1970-04-08 00:00:00,Gillian 1969/1970,1.0,1970-04-08 00:00:00,0.0,gillian1970
1969/1970,Gillian,-16.5,183.6,990.0,40.0,1,1970-04-08 12:00:00,Gillian 1969/1970,1.0,1970-04-08 00:00:00,0.5,gillian1970
1969/1970,Gillian,-18.5,185.0,990.0,40.0,1,1970-04-09 00:00:00,Gillian 1969/1970,1.0,1970-04-08 00:00:00,1.0,gillian1970
1969/1970,Gillian,-20.1,186.8,980.0,55.0,2,1970-04-09 12:00:00,Gillian 1969/1970,2.0,1970-04-08 00:00:00,1.5,gillian1970
1969/1970,Gillian,-23.8,190.8,980.0,55.0,2,1970-04-10 00:00:00,Gillian 1969/1970,2.0,1970-04-08 00:00:00,2.0,gillian1970
1969/1970,Gillian,-28.0,195.0,980.0,55.0,2,1970-04-10 12:00:00,Gillian 1969/1970,2.0,1970-04-08 00:00:00,2.5,gillian1970
1969/1970,Gillian,-29.0,201.0,980.0,55.0,2,1970-04-11 00:00:00,Gillian 1969/1970,2.0,1970-04-08 00:00:00,3.0,gillian1970
1969/1970,Gillian,-30.0,205.0,990.0,40.0,1,1970-04-11 12:00:00,Gillian 1969/1970,1.0,1970-04-08 00:00:00,3.5,gillian1970
1969/1970,Helen,-16.1,184.9,990.0,40.0,1,1970-04-13 12:00:00,Helen 1969/1970,1.0,1970-04-13 12:00:00,0.0,helen1970
1969/1970,Helen,-16.8,186.0,990.0,40.0,1,1970-04-14 00:00:00,Helen 1969/1970,1.0,1970-04-13 12:00:00,0.5,helen1970
1969/1970,Helen,-17.1,187.4,990.0,40.0,1,1970-04-14 12:00:00,Helen 1969/1970,1.0,1970-04-13 12:00:00,1.0,helen1970
1969/1970,Helen,-17.8,186.9,997.0,30.0,L,1970-04-15 00:00:00,Helen 1969/1970,0.0,1970-04-13 12:00:00,1.5,helen1970
1969/1970,Helen,-18.0,185.8,997.0,30.0,L,1970-04-15 12:00:00,Helen 1969/1970,0.0,1970-04-13 12:00:00,2.0,helen1970
1969/1970,Helen,-18.6,184.7,997.0,30.0,L,1970-04-16 00:00:00,Helen 1969/1970,0.0,1970-04-13 12:00:00,2.5,helen1970
1969/1970,Helen,-19.6,184.1,997.0,30.0,L,1970-04-16 12:00:00,Helen 1969/1970,0.0,1970-04-13 12:00:00,3.0,helen1970
1969/1970,Isa,-10.0,163.3,990.0,40.0,1,1970-04-14 00:00:00,Isa 1969/1970,1.0,1970-04-14 00:00:00,0.0,isa1970
1969/1970,Isa,-9.5,162.0,990.0,40.0,1,1970-04-14 12:00:00,Isa 1969/1970,1.0,1970-04-14 00:00:00,0.5,isa1970
1969/1970,Isa,-9.2,161.0,990.0,40.0,1,1970-04-15 00:00:00,Isa 1969/1970,1.0,1970-04-14 00:00:00,1.0,isa1970
1969/1970,Isa,-8.9,160.2,990.0,40.0,1,1970-04-15 12:00:00,Isa 1969/1970,1.0,1970-04-14 00:00:00,1.5,isa1970
1969/1970,Isa,-8.2,160.1,1000.0,,L,1970-04-15 23:00:00,Isa 1969/1970,0.0,1970-04-14 00:00:00,1.9583333333333335,isa1970
1969/1970,Isa,-7.9,158.8,1000.0,,L,1970-04-16 11:00:00,Isa 1969/1970,0.0,1970-04-14 00:00:00,2.4583333333333335,isa1970
1969/1970,Isa,-7.8,157.5,1000.0,,L,1970-04-16 23:00:00,Isa 1969/1970,0.0,1970-04-14 00:00:00,2.9583333333333335,isa1970
1969/1970,Isa,-8.0,156.6,998.0,,L,1970-04-17 05:00:00,Isa 1969/1970,0.0,1970-04-14 00:00:00,3.2083333333333335,isa1970
1969/1970,Isa,-8.2,155.7,1001.0,,L,1970-04-17 11:00:00,Isa 1969/1970,0.0,1970-04-14 00:00:00,3.4583333333333335,isa1970
1969/1970,Isa,-8.8,154.3,1003.0,,L,1970-04-17 23:00:00,Isa 1969/1970,0.0,1970-04-14 00:00:00,3.9583333333333335,isa1970
1969/1970,Isa,-9.0,154.0,1003.0,,L,1970-04-18 11:00:00,Isa 1969/1970,0.0,1970-04-14 00:00:00,4.458333333333333,isa1970
1969/1970,Isa,-9.5,154.5,1003.0,,L,1970-04-18 23:00:00,Isa 1969/1970,0.0,1970-04-14 00:00:00,4.958333333333333,isa1970
1970/1971,Dora,-19.5,152.7,1001.0,,L,1971-02-10 11:00:00,Dora 1970/1971,0.0,1971-02-10 11:00:00,0.0,dora1971
1970/1971,Dora,-20.3,153.0,1000.0,,L,1971-02-10 20:00:00,Dora 1970/1971,0.0,1971-02-10 11:00:00,0.375,dora1971
1970/1971,Dora,-20.5,153.5,998.0,,L,1971-02-10 23:00:00,Dora 1970/1971,0.0,1971-02-10 11:00:00,0.5,dora1971
1970/1971,Dora,-21.1,155.6,990.0,,1,1971-02-11 11:00:00,Dora 1970/1971,1.0,1971-02-10 11:00:00,1.0,dora1971
1970/1971,Dora,-22.8,158.4,993.0,,1,1971-02-11 23:00:00,Dora 1970/1971,1.0,1971-02-10 11:00:00,1.5,dora1971
1970/1971,Dora,-24.0,159.2,993.0,,1,1971-02-12 05:00:00,Dora 1970/1971,1.0,1971-02-10 11:00:00,1.75,dora1971
1970/1971,Dora,-24.7,159.2,994.0,,1,1971-02-12 11:00:00,Dora 1970/1971,1.0,1971-02-10 11:00:00,2.0,dora1971
1970/1971,Dora,-25.3,159.2,994.0,,1,1971-02-12 20:00:00,Dora 1970/1971,1.0,1971-02-10 11:00:00,2.375,dora1971
1970/1971,Dora,-25.6,159.4,995.0,,1,1971-02-12 23:00:00,Dora 1970/1971,1.0,1971-02-10 11:00:00,2.5,dora1971
1970/1971,Dora,-26.3,161.1,990.0,40.0,1,1971-02-13 00:00:00,Dora 1970/1971,1.0,1971-02-10 11:00:00,2.5416666666666665,dora1971
1970/1971,Dora,-27.3,161.1,990.0,40.0,1,1971-02-13 12:00:00,Dora 1970/1971,1.0,1971-02-10 11:00:00,3.0416666666666665,dora1971
1970/1971,Dora,-27.8,161.7,990.0,40.0,1,1971-02-14 00:00:00,Dora 1970/1971,1.0,1971-02-10 11:00:00,3.5416666666666665,dora1971
1970/1971,Dora,-27.8,161.0,990.0,40.0,1,1971-02-14 12:00:00,Dora 1970/1971,1.0,1971-02-10 11:00:00,4.041666666666667,dora1971
1970/1971,Dora,-27.5,160.0,990.0,40.0,1,1971-02-15 00:00:00,Dora 1970/1971,1.0,1971-02-10 11:00:00,4.541666666666667,dora1971
1970/1971,Dora,-27.1,159.8,999.0,,L,1971-02-15 11:00:00,Dora 1970/1971,0.0,1971-02-10 11:00:00,5.0,dora1971
1970/1971,Dora,-27.4,158.9,998.0,,L,1971-02-15 23:00:00,Dora 1970/1971,0.0,1971-02-10 11:00:00,5.5,dora1971
1970/1971,Dora,-27.8,157.5,998.0,,L,1971-02-16 11:00:00,Dora 1970/1971,0.0,1971-02-10 11:00:00,6.0,dora1971
1970/1971,Dora,-27.8,157.0,997.0,,L,1971-02-16 14:00:00,Dora 1970/1971,0.0,1971-02-10 11:00:00,6.125,dora1971
1970/1971,Dora,-28.0,156.3,996.0,,L,1971-02-16 18:00:00,Dora 1970/1971,0.0,1971-02-10 11:00:00,6.291666666666667,dora1971
1970/1971,Dora,-28.0,155.5,996.0,,L,1971-02-16 23:00:00,Dora 1970/1971,0.0,1971-02-10 11:00:00,6.5,dora1971
1970/1971,Dora,-28.0,155.3,995.0,,1,1971-02-17 00:00:00,Dora 1970/1971,1.0,1971-02-10 11:00:00,6.541666666666667,dora1971
1970/1971,Dora,-27.0,153.2,993.0,,1,1971-02-17 09:00:00,Dora 1970/1971,1.0,1971-02-10 11:00:00,6.916666666666667,dora1971
1970/1971,Dora,-26.6,152.7,996.0,,L,1971-02-17 11:00:00,Dora 1970/1971,0.0,1971-02-10 11:00:00,7.0,dora1971
1970/1971,Dora,-25.7,151.9,1002.0,,L,1971-02-17 17:00:00,Dora 1970/1971,0.0,1971-02-10 11:00:00,7.25,dora1971
1970/1971,Fiona,-16.0,141.4,1002.0,,L,1971-02-16 20:00:00,Fiona 1970/1971,0.0,1971-02-16 20:00:00,0.0,fiona1971
1970/1971,Fiona,-16.0,140.8,1004.0,,L,1971-02-16 23:00:00,Fiona 1970/1971,0.0,1971-02-16 20:00:00,0.125,fiona1971
1970/1971,Fiona,-16.0,139.5,997.0,,L,1971-02-17 11:00:00,Fiona 1970/1971,0.0,1971-02-16 20:00:00,0.625,fiona1971
1970/1971,Fiona,-15.6,138.1,986.0,,1,1971-02-17 23:00:00,Fiona 1970/1971,1.0,1971-02-16 20:00:00,1.125,fiona1971
1970/1971,Fiona,-15.0,137.5,984.0,,2,1971-02-18 05:00:00,Fiona 1970/1971,2.0,1971-02-16 20:00:00,1.375,fiona1971
1970/1971,Fiona,-14.0,137.5,980.0,,2,1971-02-18 11:00:00,Fiona 1970/1971,2.0,1971-02-16 20:00:00,1.625,fiona1971
1970/1971,Fiona,-13.5,138.5,970.0,,3,1971-02-18 17:00:00,Fiona 1970/1971,3.0,1971-02-16 20:00:00,1.875,fiona1971
1970/1971,Fiona,-14.0,139.7,960.0,,3,1971-02-18 23:00:00,Fiona 1970/1971,3.0,1971-02-16 20:00:00,2.125,fiona1971
1970/1971,Fiona,-16.1,141.6,965.0,,3,1971-02-19 11:00:00,Fiona 1970/1971,3.0,1971-02-16 20:00:00,2.625,fiona1971
1970/1971,Fiona,-16.8,142.0,975.0,,2,1971-02-19 15:00:00,Fiona 1970/1971,2.0,1971-02-16 20:00:00,2.7916666666666665,fiona1971
1970/1971,Fiona,-17.1,142.3,980.0,,2,1971-02-19 17:00:00,Fiona 1970/1971,2.0,1971-02-16 20:00:00,2.875,fiona1971
